ServicerIdentifier,NoteDate,PropertyValuationEffectiveDate,NoteAmount,CurrentBalance,CurrentInterestRatePercent,ScheduledFirstPaymentDate,LoanMaturityDate,LastPaidInstallmentDueDate,PropertyValuationAmount,LtvRatioPercentCurrent,CreditScoreValueRecent,TimesDq,Dti,CeilingRatePercent,FloorRatePercent,MarginRatePercent,Vintage,TypeProd,StateCode,Cbsa,NoteRatePercent,Age,MonthsUntilRateReset,IsCurrentlyIo,LastPaymentReceivedDate,NextPayDate,MonthsDq,LtvRatioPercent,IsArm,CurrentLtvRange,PaymentType,DelinquencyCategory
Wells Fargo,10/1/2004,10/1/2004,206400,126884.99,4.5,10/1/2004,10/1/2034,10/1/2019,262000,49.18,703,0,40,0,0,2.3,2004,NegAm,TX,26420,4.1216,180,1,FALSE,6/1/2019,11/1/2019,2,80,FALSE,0.01 - 59.99,ReDefault,60 Days
Fay Servicing,9/1/2007,2/12/2017,475000,356430.77,5,9/1/2007,9/1/2047,10/1/2019,335000,71.29,566,0,42,0,0,3,2007,Fixed,MD,47900,4.78,145,0,FALSE,9/1/2019,11/1/2019,0,95,FALSE,70.00 - 79.99,Reperforming,Current
Fay Servicing,9/1/2008,2/12/2017,266000,129387.93,8.5819,9/1/2008,5/1/2035,10/1/2019,200000,45.08,701,0,40,0,0,3,2008,Fixed,IL,16980,8.3619,133,0,FALSE,9/1/2019,11/1/2019,0,92.68,0,0.01 - 59.99,Reperforming,Current
Fay Servicing,11/1/2006,12/21/2016,270750,209525.55,4.8,11/1/2006,11/1/2036,10/1/2019,240000,73.52,498,0,42,0,0,3,2006,Fixed,IL,16980,4.58,155,0,FALSE,7/1/2019,11/1/2019,1,95,FALSE,70.00 - 79.99,ReDefault,30 Days
Fay Servicing,4/1/2017,2/17/2017,502000,416341.8,5.25,4/1/2017,5/1/2055,10/1/2019,430000,64.55,702,0,40,0,0,3,2017,Fixed,CA,31080,5.03,30,0,FALSE,9/1/2019,11/1/2019,0,77.83,0,60.00 - 69.99,Reperforming,Current
Fay Servicing,2/1/2017,2/20/2017,287200,144841.43,4,2/1/2017,2/1/2047,10/1/2019,425000,40.35,762,0,34,0,0,3,2017,Fixed,MI,19820,3.78,32,0,FALSE,9/1/2019,11/1/2019,0,80,FALSE,0.01 - 59.99,Reperforming,Current
Fay Servicing,8/1/2010,1/1/2017,313120,310534.35,3.875,8/1/2010,8/1/2040,10/1/2019,315000,79.22,690,0,40,0,0,3,2010,Fixed,NY,35620,3.655,110,0,FALSE,8/1/2019,11/1/2019,0,79.88,FALSE,70.00 - 79.99,Reperforming,Current
Fay Servicing,3/1/2007,2/12/2017,795000,820592.39,5.25,3/1/2007,3/1/2037,10/1/2019,830000,68.38,778,0,34,11.5,2.25,2.25,2007,ARM,CA,41860,5.03,151,7,FALSE,9/1/2019,11/1/2019,0,66.25,TRUE,60.00 - 69.99,Reperforming,Current
Fay Servicing,1/1/2007,2/17/2017,194663.91,170585.63,4.75,1/1/2007,1/1/2037,10/1/2019,220000,52.49,629,0,42,0,0,3,2007,Fixed,AZ,49740,4.53,153,0,FALSE,8/22/2019,11/1/2019,0,59.9,0,0.01 - 59.99,Reperforming,Current
Fay Servicing,4/1/2017,4/20/2017,120950,123892.61,5,4/1/2017,3/1/2055,10/1/2019,132900,101.13,613,0,42,0,0,3,2017,Fixed,SC,17900,4.78,30,0,FALSE,10/1/2019,11/1/2019,0,98.73,FALSE,100.00 - 109.99,Reperforming,Current
Fay Servicing,4/1/2017,2/20/2017,355000,293823.38,4.5,4/1/2017,1/1/2055,10/1/2019,370000,77.32,653,0,42,0,0,3,2017,Fixed,NJ,35620,4.28,30,0,FALSE,9/1/2019,11/1/2019,0,93.42,FALSE,70.00 - 79.99,Reperforming,Current
Fay Servicing,4/1/2017,12/21/2016,417000,384531.39,4.625,4/1/2017,6/1/2030,10/1/2019,360000,71.87,549,0,42,0,0,3,2017,Fixed,MD,47900,4.405,30,0,FALSE,7/1/2019,11/1/2019,1,77.94,FALSE,70.00 - 79.99,ReDefault,30 Days
Fay Servicing,4/1/2017,12/22/2016,214000,221573.02,4.25,4/1/2017,12/1/2052,10/1/2019,275000,97.61,642,0,42,0,0,3,2017,Fixed,NY,27060,4.03,30,0,FALSE,10/1/2019,11/1/2019,0,94.27,FALSE,90.00 - 99.99,Reperforming,Current
Fay Servicing,4/1/2017,8/17/2016,168750,141804.69,4,4/1/2017,9/1/2046,10/1/2019,155000,63.02,500,0,42,0,0,3,2017,Fixed,CT,25540,3.78,30,0,FALSE,8/1/2019,11/1/2019,0,75,0,60.00 - 69.99,Reperforming,Current
Fay Servicing,5/1/2005,2/17/2017,325000,20395.41,4,5/1/2005,5/1/2020,10/1/2019,689000,3.4,595,0,42,0,0,3,2005,Fixed,NY,35620,3.78,173,0,FALSE,9/1/2019,11/1/2019,0,54.17,FALSE,0.01 - 59.99,Reperforming,Current
Fay Servicing,4/1/2017,2/21/2017,203065,186992.77,3.75,4/1/2017,7/1/2052,10/1/2019,195000,58.44,705,0,40,0,0,3,2017,Fixed,NJ,35620,3.53,30,0,FALSE,10/1/2019,11/1/2019,0,63.46,FALSE,0.01 - 59.99,Reperforming,Current
Fay Servicing,4/1/2017,2/20/2017,213000,179624.31,4.125,4/1/2017,9/1/2051,10/1/2019,185000,69.62,706,0,40,0,0,3,2017,Fixed,SC,17900,3.905,30,0,FALSE,9/1/2019,11/1/2019,0,82.56,FALSE,60.00 - 69.99,Reperforming,Current
Fay Servicing,4/1/2017,2/13/2017,417000,404650.04,3.375,4/1/2017,12/1/2052,10/1/2019,450000,76.93,628,0,42,0,0,3,2017,Fixed,AZ,38060,3.155,30,0,FALSE,9/1/2019,11/1/2019,0,79.28,FALSE,70.00 - 79.99,Reperforming,Current
Fay Servicing,6/1/2007,2/13/2017,108000,110433.47,5.42,6/1/2007,6/1/2047,10/1/2019,125000,92.03,489,0,42,0,0,3,2007,Fixed,WA,44060,5.2,148,0,FALSE,9/1/2019,11/1/2019,0,90,0,90.00 - 99.99,Reperforming,Current
Fay Servicing,6/1/2007,4/20/2017,161600,156421.32,8.375,6/1/2007,6/1/2047,10/1/2019,165000,77.44,572,0,42,0,0,3,2007,Fixed,DE,37980,8.155,148,0,FALSE,9/1/2019,11/1/2019,0,80,FALSE,70.00 - 79.99,Reperforming,Current
Fay Servicing,5/1/2007,12/3/2016,202500,184627.35,4.375,5/1/2007,5/1/2037,10/1/2019,170000,81.69,705,0,40,0,0,3,2007,Fixed,MD,12580,4.155,149,0,FALSE,9/1/2019,11/1/2019,0,89.6,FALSE,80.00 - 89.99,Reperforming,Current
Fay Servicing,5/1/2006,4/20/2017,179900,144202.1,7.75,5/1/2006,5/1/2036,10/1/2019,205000,80.11,663,0,40,0,0,3,2006,Fixed,OR,41420,7.75,161,0,FALSE,9/1/2019,11/1/2019,0,99.94,FALSE,80.00 - 89.99,Reperforming,Current
Wells Fargo,10/1/2004,10/1/2004,450000,459690.68,6.125,10/1/2004,10/1/2034,10/1/2019,700000,65.68,703,0,40,0,0,2.65,2004,NegAm,CA,41740,5.7466,180,1,FALSE,7/1/2019,11/1/2019,1,64.3,0,60.00 - 69.99,ReDefault,30 Days
Wells Fargo,9/1/2004,9/1/2004,408000,358170.74,3,9/1/2004,9/1/2034,10/1/2019,510000,70.23,703,0,40,0,0,2.9,2004,NegAm,CA,31080,2.6216,181,1,FALSE,6/1/2019,11/1/2019,2,80,FALSE,70.00 - 79.99,ReDefault,60 Days
Wells Fargo,9/1/2004,9/1/2004,290000,197332.13,4.5,9/1/2004,9/1/2034,10/1/2019,365000,54.03,703,0,40,0,0,2.35,2004,NegAm,AL,13820,4.1216,181,1,FALSE,6/1/2019,11/1/2019,2,79.4,FALSE,0.01 - 59.99,ReDefault,60 Days
Wells Fargo,9/1/2004,9/1/2004,104000,80606.81,4.5,9/1/2004,9/1/2034,10/1/2019,130000,62.01,703,0,40,0,0,3.375,2004,NegAm,PA,10900,4.1216,181,1,FALSE,7/1/2019,11/1/2019,1,80,FALSE,60.00 - 69.99,ReDefault,30 Days
Wells Fargo,10/1/2004,10/1/2004,650000,992656.45,2,10/1/2004,10/1/2034,10/1/2019,930000,106.75,703,99,40,0,0,2.975,2004,NegAm,CA,31080,1.6216,180,1,FALSE,11/1/2018,11/1/2019,9,69.9,0,100.00 - 109.99,ReDefault,In Foreclosure
Wells Fargo,10/1/2004,10/1/2004,542000,119397.95,3.375,10/1/2004,10/1/2034,10/1/2019,678000,17.6,703,99,40,0,0,2.6,2004,NegAm,FL,45220,2.9966,180,1,FALSE,1/1/2019,11/1/2019,7,79.9,FALSE,0.01 - 59.99,ReDefault,In Foreclosure
Wells Fargo,9/1/2004,9/1/2004,313000,311486.25,4.125,9/1/2004,9/1/2034,10/1/2019,330000,94.34,703,99,40,0,0,3.65,2004,NegAm,CO,19740,3.0266,181,1,FALSE,2/1/2019,11/1/2019,6,94.8,FALSE,90.00 - 99.99,ReDefault,90+ Days
Wells Fargo,10/1/2004,10/1/2004,604000,723833.65,4.625,10/1/2004,10/1/2034,10/1/2019,755000,95.87,703,99,40,0,0,2.65,2004,NegAm,CA,41500,4.2466,180,1,FALSE,7/1/2019,11/1/2019,1,80,0,90.00 - 99.99,ReDefault,30 Days
Fay Servicing,9/1/2012,2/21/2017,117850,85101.24,4.75,9/1/2012,2/1/2040,10/1/2019,120000,70.92,584,0,42,0,0,3,2012,Fixed,GA,12060,4.53,85,0,FALSE,9/1/2019,11/1/2019,0,98.21,0,70.00 - 79.99,Reperforming,Current
Fay Servicing,1/1/2012,3/27/2017,44427,35318.06,4.5,1/1/2012,1/1/2042,10/1/2019,45000,74.35,540,0,42,0,0,3,2012,Fixed,TN,32820,4.28,93,0,FALSE,9/1/2019,11/1/2019,0,93.53,0,70.00 - 79.99,Reperforming,Current
Fay Servicing,4/1/2017,4/24/2017,600000,610590.74,4,4/1/2017,12/1/2051,10/1/2019,1100000,55.51,753,0,34,0,0,3,2017,Fixed,CA,34900,3.78,30,0,FALSE,9/1/2019,11/1/2019,0,54.55,0,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,10/20/2006,11/1/2006,705000,726505.37,6,11/1/2006,12/1/2052,10/1/2019,881250,80,603,99,42,0,0,3,2006,Fixed,HI,46520,6,155,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,8/25/2006,9/1/2006,237500,199196.89,4.43,9/1/2006,10/1/2052,10/1/2019,296875,80,675,99,40,0,0,3,2006,Fixed,NJ,35620,4.43,157,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Wells Fargo,10/1/1994,10/1/1994,90050,117919.99,4.625,10/1/1994,10/1/2024,10/1/2019,90050,95.32,630,99,42,0,0,3,2003,Fixed,GA,12060,4.4175,300,0,FALSE,2/1/2019,11/1/2019,6,100,FALSE,90.00 - 99.99,ReDefault,In Foreclosure
Wells Fargo,9/1/1994,9/1/1994,69400,52101.13,8.5,9/1/1994,4/1/2024,10/1/2019,69900,95.43,630,99,42,0,0,3,2003,Fixed,FL,33100,8.2925,301,0,FALSE,2/1/2019,11/1/2019,6,99.3,FALSE,90.00 - 99.99,ReDefault,90+ Days
Wells Fargo,10/1/1994,10/1/1994,62200,19453.92,8.5,10/1/1994,11/1/2023,10/1/2019,62900,95.05,630,99,42,0,0,3,2003,Fixed,FL,33100,8.2925,300,0,FALSE,4/1/2014,11/1/2019,64,98.9,FALSE,90.00 - 99.99,ReDefault,In Foreclosure
Wells Fargo,10/1/1994,10/1/1994,48000,17613.49,8.5,10/1/1994,9/1/2024,10/1/2019,48000,96.12,630,99,42,0,0,3,2003,Fixed,NC,16740,8.2925,300,0,FALSE,12/1/2018,11/1/2019,8,100,0,90.00 - 99.99,ReDefault,90+ Days
Wells Fargo,9/1/1994,9/1/1994,24000,5584.8,8.5,9/1/1994,2/1/2023,10/1/2019,24000,83.07,630,99,42,0,0,3,2003,Fixed,OH,17460,8.2925,301,0,FALSE,6/1/2018,11/1/2019,14,100,FALSE,80.00 - 89.99,ReDefault,In Foreclosure
Wells Fargo,9/1/1994,9/1/1994,57000,17672.72,8.5,9/1/1994,10/1/2023,10/1/2019,57000,95.98,630,99,42,0,0,3,2003,Fixed,TX,19100,8.2925,301,0,FALSE,6/1/2018,11/1/2019,14,100,FALSE,90.00 - 99.99,ReDefault,90+ Days
Wells Fargo,12/1/1994,12/1/1994,43050,15880.26,8.5,12/1/1994,9/1/2024,10/1/2019,43050,96.29,630,99,42,0,0,3,2003,Fixed,TX,19100,8.2925,298,0,FALSE,5/1/2019,11/1/2019,3,100,FALSE,90.00 - 99.99,ReDefault,In Foreclosure
Wells Fargo,11/1/1994,11/1/1994,22500,6879.84,8.5,11/1/1994,9/1/2023,10/1/2019,22507,96.18,630,99,42,0,0,3,2003,Fixed,OK,36420,8.2925,299,0,FALSE,3/1/2019,11/1/2019,5,100,FALSE,90.00 - 99.99,ReDefault,90+ Days
Wells Fargo,11/1/1994,11/1/1994,21200,2878.22,8.5,11/1/1994,5/1/2021,10/1/2019,21200,95.51,630,0,42,0,0,3,2003,Fixed,KS,28140,8.2925,299,0,FALSE,7/1/2019,11/1/2019,1,100,FALSE,90.00 - 99.99,ReDefault,30 Days
Selene,1/9/2009,1/1/2009,264818,280780.28,4.5,1/1/2009,6/1/2055,10/1/2019,282955.444,93.59,639,99,42,0,0,3,2009,Fixed,MD,12580,4.5,129,0,FALSE,11/1/2018,11/1/2019,10,88.27,FALSE,90.00 - 99.99,Reperforming,90+ Days
Selene,12/2/2005,12/1/2005,64482,105077.25,4.25,12/1/2005,6/1/2036,10/1/2019,39889.88556,161.65,626,0,42,0,0,3,2005,Fixed,MD,12580,4.25,166,0,FALSE,9/1/2019,11/1/2019,0,99.2,FALSE,120.00+,Reperforming,Current
Selene,6/18/2008,6/1/2008,168743,185885.33,5,6/1/2008,10/1/2054,10/1/2019,158861.7963,106.22,518,99,42,0,0,3,2008,Fixed,MD,12580,5,136,0,FALSE,9/1/2017,11/1/2019,24,96.42,FALSE,100.00 - 109.99,Reperforming,90+ Days
Selene,7/6/2007,7/1/2007,208354,244158.05,5,7/1/2007,7/1/2037,10/1/2019,179198.4175,116.27,518,99,42,0,0,3,2007,Fixed,MD,12580,5,147,0,FALSE,3/1/2019,11/1/2019,6,99.22,FALSE,110.00 - 119.99,Reperforming,90+ Days
Selene,7/18/2008,7/1/2008,310133,350423.59,5.125,7/1/2008,4/1/2056,10/1/2019,278796.2963,111.24,543,99,42,0,0,3,2008,ARM,MD,47900,5.125,135,0,FALSE,4/1/2019,11/1/2019,5,98.45,TRUE,110.00 - 119.99,Reperforming,90+ Days
Selene,5/22/2009,5/1/2009,218888,250520.8,5,5/1/2009,10/1/2046,10/1/2019,249019.3402,87.9,546,0,42,0,0,3,2009,Fixed,DC,47900,5,125,0,FALSE,8/1/2019,11/1/2019,0,76.8,0,80.00 - 89.99,Reperforming,Current
Selene,5/24/2006,5/1/2006,310250,252436.74,5.75,5/1/2006,5/1/2036,10/1/2019,381329.8918,81.36,582,0,42,0,0,3,2006,Fixed,PA,37980,5.75,161,0,FALSE,9/1/2019,11/1/2019,0,99.99,0,80.00 - 89.99,Reperforming,Current
Selene,3/12/2004,3/1/2004,285000,226794.21,5.12,3/1/2004,9/1/2033,10/1/2019,219907.4074,129.6,673,0,40,10.875,2.25,2.25,2004,ARM,FL,36740,5.12,187,1,FALSE,9/1/2019,11/1/2019,0,162.86,TRUE,120.00+,Reperforming,Current
Selene,3/10/2006,3/1/2006,273000,331909.88,3,3/1/2006,4/1/2056,10/1/2019,411268.4544,66.38,641,99,42,0,0,3,2006,ARM,FL,33100,3,163,0,FALSE,1/1/2019,11/1/2019,8,54.6,TRUE,60.00 - 69.99,Reperforming,90+ Days
Selene,10/18/2007,10/1/2007,113419.66,139551.54,5,10/1/2007,10/1/2037,10/1/2019,93464.90317,121.35,561,99,42,0,0,3,2007,Fixed,WV,14140,5,144,0,FALSE,3/1/2019,11/1/2019,6,98.63,FALSE,120.00+,ReDefault,90+ Days
Selene,8/21/2000,8/1/2000,79343.04,85867.38,4.5,8/1/2000,6/1/2033,10/1/2019,69301.28395,114.49,529,0,42,0,0,3,2003,Fixed,NC,40580,4.5,230,0,FALSE,9/1/2019,11/1/2019,0,105.79,FALSE,110.00 - 119.99,Reperforming,Current
Selene,9/1/1998,9/1/1998,79300,90881.17,4.15,9/1/1998,1/1/2032,10/1/2019,69197.20768,114.6,622,0,42,0,0,3,2003,Fixed,GA,20140,4.15,253,0,FALSE,10/1/2019,11/1/2019,0,100,FALSE,110.00 - 119.99,Reperforming,Current
Selene,9/25/2006,9/1/2006,380700,476144.18,4,9/1/2006,12/1/2054,10/1/2019,338219.6162,112.56,708,99,40,0,0,3,2006,Fixed,NY,10580,4,157,0,FALSE,9/1/2019,11/1/2019,0,90,FALSE,110.00 - 119.99,Reperforming,Current
Selene,1/17/2003,1/1/2003,112033,105164.49,5,1/1/2003,9/1/2036,10/1/2019,123574.8952,90.66,742,0,34,0,0,3,2003,Fixed,OH,17140,5,201,0,FALSE,9/1/2019,11/1/2019,0,96.58,FALSE,90.00 - 99.99,Reperforming,Current
Selene,8/23/2007,8/1/2007,258419,171398.98,6.625,8/1/2007,7/1/2046,10/1/2019,384494.8668,67.21,686,99,40,0,0,3,2007,Fixed,NJ,35620,6.625,146,0,FALSE,6/1/2018,11/1/2019,15,101.34,0,60.00 - 69.99,Reperforming,90+ Days
Selene,12/20/2002,12/1/2002,130800,162909.08,3,12/1/2002,6/1/2056,10/1/2019,105988.1695,123.41,625,99,42,0,0,3,2003,Fixed,NC,39580,3,202,0,FALSE,5/1/2019,11/1/2019,3,99.09,0,120.00+,Reperforming,90+ Days
Selene,4/24/2006,4/1/2006,117000,191027.92,2,4/1/2006,9/1/2055,10/1/2019,111460.4173,104.97,637,99,42,0,0,3,2006,ARM,FL,35840,2,162,0,FALSE,1/1/2019,11/1/2019,8,64.29,TRUE,100.00 - 109.99,Reperforming,90+ Days
Selene,10/13/2004,10/1/2004,292320,318983.01,4.5,10/1/2004,9/1/2056,10/1/2019,293258.427,99.68,735,0,40,0,0,3,2004,Fixed,NJ,35620,4.5,180,0,FALSE,9/1/2019,11/1/2019,0,91.35,FALSE,90.00 - 99.99,Reperforming,Current
Selene,9/18/2007,9/1/2007,64960,49020.55,6.625,9/1/2007,9/1/2046,10/1/2019,127197.9636,51.07,600,99,42,0,0,3,2007,Fixed,FL,29460,6.625,145,0,FALSE,7/1/2018,11/1/2019,14,67.67,FALSE,0.01 - 59.99,ReDefault,90+ Days
Selene,5/31/1991,5/1/1991,107000,179465.38,3,5/1/1991,1/1/2057,10/1/2019,70889.095,150.94,625,0,42,0,0,3,2003,ARM,FL,27260,3,341,0,FALSE,9/1/2019,11/1/2019,0,89.99,TRUE,120.00+,Reperforming,Current
Selene,10/4/2005,10/1/2005,552500,581315.9,4,10/1/2005,12/1/2048,10/1/2019,807866.6472,68.39,621,99,42,0,0,3,2005,Fixed,NY,35620,4,168,0,FALSE,9/1/2019,11/1/2019,0,65,FALSE,60.00 - 69.99,Reperforming,Current
Chase Home Finance,2/1/2005,2/1/2005,106250,96548.72,8.62738,2/1/2005,2/1/2035,10/1/2019,137558.26,77.24,591,99,42,13.85,7.85,6.35,2005,ARM,OH,45780,8.12738,176,5,FALSE,3/1/2017,11/1/2019,29,85,TRUE,70.00 - 79.99,ReDefault,REO
Chase Home Finance,2/1/2005,2/1/2005,68000,65766.19,5.449,2/1/2005,2/1/2035,10/1/2019,82714.99818,82.21,575,99,42,14.35,8.35,6.85,2005,ARM,VA,31340,4.949,176,5,FALSE,6/1/2019,11/1/2019,2,85,TRUE,80.00 - 89.99,ReDefault,60 Days
Select Portfolio Servicing,7/5/2007,8/1/2007,89250,81670.77,5,8/1/2007,1/1/2042,10/1/2019,111562.5,80,573,99,42,0,0,3,2007,Fixed,PA,38300,5,146,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,1/30/2009,2/1/2009,336000,323311.63,4,2/1/2009,3/1/2053,10/1/2019,420000,80,618,99,42,0,0,3,2009,Fixed,NJ,35620,4,128,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,3/28/2003,4/1/2003,124100,126142.48,4,4/1/2003,7/1/2052,10/1/2019,155125,80,614,99,42,0,0,3,2003,Fixed,CT,25540,4,198,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,6/15/2007,7/1/2007,197000,203436.67,4.5,7/1/2007,4/1/2053,10/1/2019,246250,80,690,99,40,0,0,3,2007,Fixed,KS,48620,4.5,147,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,7/26/2007,8/1/2007,104601,77926.05,7,8/1/2007,8/1/2037,10/1/2019,130751.25,80,571,99,42,0,0,3,2007,Fixed,IL,41180,7,146,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,7/17/2007,8/1/2007,193500,195926.59,4.5,8/1/2007,1/1/2053,10/1/2019,241875,80,617,99,42,0,0,3,2007,Fixed,VA,47260,4.5,146,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,3/26/2007,4/1/2007,298840.01,260265.77,4.75,4/1/2007,2/1/2043,10/1/2019,373550.0125,80,664,99,40,0,0,3,2007,Fixed,FL,33100,4.75,150,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,10/15/2008,11/1/2008,187220,65920.89,4.875,11/1/2008,11/1/2038,10/1/2019,234025,80,651,99,42,10.125,2.25,2.25,2008,ARM,DC,47900,4.875,131,2,FALSE,9/1/2019,11/1/2019,0,,TRUE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,6/26/2003,7/1/2003,198000,128833.93,5.25,7/1/2003,7/1/2033,10/1/2019,247500,80,611,99,42,0,0,3,2003,Fixed,IL,16980,5.25,195,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,1/15/2008,2/1/2008,417000,465577.48,4,2/1/2008,5/1/2052,10/1/2019,521250,80,632,99,42,0,0,3,2008,Fixed,PA,37980,4,140,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,1/23/2004,2/1/2004,234000,265024.81,4.4,2/1/2004,12/1/2057,10/1/2019,292500,80,625,99,42,0,0,3,2004,Fixed,SC,17900,4.4,188,0,FALSE,9/2/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,5/25/2005,6/1/2005,263700,371682.86,4,6/1/2005,6/1/2035,10/1/2019,329625,80,606,99,42,13.64,7.64,7.14,2005,ARM,NV,29820,4,172,3,FALSE,7/1/2019,11/1/2019,2,,TRUE,80.00 - 89.99,Reperforming,60 Days
Select Portfolio Servicing,9/25/2004,10/1/2004,119696.44,224984.48,4,10/1/2004,10/1/2057,10/1/2019,149620.55,80,732,99,40,0,0,3,2004,Fixed,NY,40380,4,180,0,FALSE,9/30/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,1/17/2003,2/1/2003,146315.07,262713.2,6.145,2/1/2003,4/1/2058,10/1/2019,182893.8375,80,675,99,40,0,0,3,2003,Fixed,PA,30140,6.145,200,0,FALSE,9/23/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,1/22/2007,2/1/2007,362843.46,582942.7,4,2/1/2007,11/1/2057,10/1/2019,453554.325,80,673,99,40,0,0,3,2007,Fixed,NY,39100,4,152,0,FALSE,8/26/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,6/16/2006,7/1/2006,357000,311377.93,2,7/1/2006,9/1/2052,10/1/2019,446250,80,765,99,34,0,0,3,2006,Fixed,MD,12580,2,159,0,FALSE,10/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,3/26/2007,3/1/2007,232300,246674.34,4,3/1/2007,8/1/2051,10/1/2019,312567.2766,74.32,654,0,42,0,0,3,2007,Fixed,FL,33100,4,151,0,FALSE,9/1/2019,11/1/2019,0,69.99,FALSE,70.00 - 79.99,Reperforming,Current
Select Portfolio Servicing,5/14/2007,5/1/2007,350000,483883.95,2,5/1/2007,4/1/2057,10/1/2019,397817.6858,87.98,524,99,42,0,0,3,2007,ARM,NJ,37980,2,149,0,FALSE,9/1/2019,11/1/2019,0,63.64,TRUE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,7/27/2006,8/1/2006,286600,368053.78,4,8/1/2006,1/1/2058,10/1/2019,358250,80,694,99,40,0,0,3,2006,Fixed,FL,33100,4,158,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,8/25/2006,9/1/2006,322390.26,302299.08,8.85,9/1/2006,9/1/2036,10/1/2019,402987.825,80,705,99,40,15,8.85,3.8,2006,ARM,NC,47260,8.85,157,6,FALSE,10/1/2019,11/1/2019,0,,TRUE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,1/26/2007,2/1/2007,452947.18,541518.69,4,2/1/2007,2/1/2058,10/1/2019,566183.975,80,647,99,42,0,0,3,2007,Fixed,NH,14460,4,152,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,7/23/2007,8/1/2007,183695.1,163235.96,5,8/1/2007,1/1/2038,10/1/2019,229618.875,80,655,99,42,0,0,3,2007,Fixed,PA,20700,5,146,0,FALSE,7/27/2019,11/1/2019,1,,FALSE,80.00 - 89.99,ReDefault,30 Days
Select Portfolio Servicing,12/7/2005,1/1/2006,140000,120841.44,5.75,1/1/2006,5/1/2058,10/1/2019,175000,80,648,99,42,0,0,3,2006,Fixed,IL,16980,5.75,165,0,FALSE,9/1/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,6/12/2007,7/1/2007,241500,263703.91,4.25,7/1/2007,11/1/2057,10/1/2019,301875,80,641,99,42,0,0,3,2007,Fixed,FL,33100,4.25,147,0,FALSE,9/10/2019,11/1/2019,0,,FALSE,80.00 - 89.99,Reperforming,Current
Select Portfolio Servicing,4/11/1985,4/1/1985,38000,10666.56,3.5,4/1/1985,8/1/2025,10/1/2019,171017.1017,22.22,626,0,42,0,0,3,2003,Fixed,FL,19660,3.5,414,0,FALSE,9/1/2019,11/1/2019,0,79.17,FALSE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,4/1/2003,4/1/2003,80000,74849.22,3,4/1/2003,10/1/2042,10/1/2019,85506.62676,93.56,660,99,42,8,2.25,2.25,2003,ARM,TN,27180,3,198,8,FALSE,9/1/2019,11/1/2019,0,100,TRUE,90.00 - 99.99,Reperforming,Current
Select Portfolio Servicing,11/30/2005,11/1/2005,51500,48729.22,3,11/1/2005,8/1/2043,10/1/2019,54428.23927,94.62,633,0,42,6,2.25,2.25,2005,ARM,AR,12900,3,167,11,TRUE,9/1/2019,11/1/2019,0,100,TRUE,90.00 - 99.99,Reperforming,Current
