ServicerIdentifier,NoteDate,PropertyValuationEffectiveDate,NoteAmount,CurrentBalance,CurrentInterestRatePercent,ScheduledFirstPaymentDate,LoanMaturityDate,LastPaidInstallmentDueDate,PropertyValuationAmount,LtvRatioPercentCurrent,CreditScoreValueRecent,TimesDq,Dti,CeilingRatePercent,FloorRatePercent,MarginRatePercent,Vintage,TypeProd,StateCode,Cbsa,NoteRatePercent,Age,MonthsUntilRateReset,IsCurrentlyIo,LastPaymentReceivedDate,NextPayDate,MonthsDq,LtvRatioPercent,IsArm,CurrentLtvRange,PaymentType,DelinquencyCategory
Wells Fargo,11/1/2002,11/1/2002,79200,51220.75,6,11/1/2002,10/1/2032,10/1/2019,80000,63.9,630,0,42,0,0,3,2003,Fixed,IN,26900,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,98.8,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,66200,33216.76,6,11/1/2002,11/1/2028,10/1/2019,67200,49.27,630,0,42,0,0,3,2003,Fixed,IN,23180,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,98.2,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,69750,45230.79,6,12/1/2002,11/1/2032,10/1/2019,77500,58.36,630,0,42,0,0,3,2003,Fixed,IN,26900,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,90,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,40500,21774.34,6,12/1/2002,10/1/2029,10/1/2019,41000,53.06,630,0,42,0,0,3,2003,Fixed,IN,26900,5.7925,202,0,FALSE,8/1/2019,11/1/2019,0,98.7,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,47280,30892.4,6,12/1/2002,12/1/2032,10/1/2019,49000,62.92,630,0,42,0,0,3,2003,Fixed,IN,18020,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,96.3,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,114000,73037.22,6,12/1/2002,8/1/2032,10/1/2019,115000,63.49,630,0,42,0,0,3,2003,Fixed,IN,16980,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,99.1,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,7/1/2002,7/1/2002,64400,43274.97,7,7/1/2002,7/1/2032,10/1/2019,65000,66.26,630,0,42,0,0,3,2003,Fixed,KY,31140,6.7925,207,0,FALSE,10/1/2019,11/1/2019,0,98.6,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,66150,40955.81,6.5,8/1/2002,6/1/2031,10/1/2019,68010,59.81,630,0,42,0,0,3,2003,Fixed,KY,21060,6.2925,206,0,FALSE,9/1/2019,11/1/2019,0,96.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,57150,13549.83,6.5,9/1/2002,9/1/2022,10/1/2019,63500,21.12,630,0,42,0,0,3,2003,Fixed,KY,21060,6.2925,205,0,FALSE,9/1/2019,11/1/2019,0,89.1,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,64200,42454.1,6.5,9/1/2002,9/1/2032,10/1/2019,64900,65.2,630,0,42,0,0,3,2003,Fixed,KY,36980,6.2925,205,0,FALSE,9/1/2019,11/1/2019,0,98.6,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,65700,15482.16,6.5,9/1/2002,9/1/2022,10/1/2019,73000,21,630,0,42,0,0,3,2003,Fixed,KY,21060,6.2925,205,0,FALSE,9/1/2019,11/1/2019,0,89.1,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,69300.9,45850.85,6.5,9/1/2002,9/1/2032,10/1/2019,77001,59.35,630,0,42,0,0,3,2003,Fixed,KY,31140,6.2925,205,0,FALSE,9/1/2019,11/1/2019,0,89.7,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,43249.5,28016.9,6.5,10/1/2002,4/1/2032,10/1/2019,48055,58.17,630,0,42,0,0,3,2003,Fixed,KY,17300,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,89.8,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,70290,45610.18,6,11/1/2002,11/1/2032,10/1/2019,78100,58.27,630,0,42,0,0,3,2003,Fixed,KY,31140,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,89.8,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,78000,49082.67,6,12/1/2002,4/1/2032,10/1/2019,78500,62.49,630,0,42,0,0,3,2003,Fixed,KY,23980,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,99.3,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,63000,15576.73,6,12/1/2002,12/1/2022,10/1/2019,70000,22.15,630,0,42,0,0,3,2003,Fixed,KY,21060,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,89.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,1/1/2003,1/1/2003,79000,51820.95,6,1/1/2003,1/1/2033,10/1/2019,88000,58.91,630,0,42,0,0,3,2003,Fixed,KY,17140,5.7925,201,0,FALSE,8/1/2019,11/1/2019,0,89.8,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,101800,65129.35,7,8/1/2002,8/1/2031,10/1/2019,107200,60.52,630,0,42,0,0,3,2003,Fixed,IL,16980,6.7925,206,0,FALSE,9/1/2019,11/1/2019,0,94.6,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,6/1/2002,6/1/2002,73700,32126.28,7,6/1/2002,9/1/2026,10/1/2019,77600,41.15,630,0,42,0,0,3,2003,Fixed,IL,16980,6.7925,208,0,FALSE,9/1/2019,11/1/2019,0,94.4,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,8/1/2001,8/1/2001,38995,17882.79,7,8/1/2001,3/1/2027,10/1/2019,38995,44.71,630,0,42,0,0,3,2003,Fixed,MI,34740,6.7925,218,0,FALSE,11/1/2019,11/1/2019,0,97.5,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,6/1/1999,6/1/1999,87000,68770.44,4,6/1/1999,6/1/2029,10/1/2019,88000,78.18,630,99,42,0,0,3,2003,Fixed,MI,19820,3.7925,244,0,FALSE,9/1/2018,11/1/2019,11,98.9,FALSE,70.00 - 79.99,ReDefault,In Foreclosure
Wells Fargo,4/1/2002,4/1/2002,36050,23468.44,7,4/1/2002,12/1/2031,10/1/2019,40055,58.07,630,99,42,0,0,3,2003,Fixed,MI,19820,6.7925,210,0,FALSE,7/1/2013,11/1/2019,73,89.2,FALSE,0.01 - 59.99,NeverBad,In Foreclosure
Wells Fargo,7/1/2002,7/1/2002,55500,25310.21,7,7/1/2002,2/1/2027,10/1/2019,55500,45.38,630,0,42,0,0,3,2003,Fixed,MI,13660,6.7925,207,0,FALSE,9/1/2019,11/1/2019,0,99.5,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,53400,35263.57,6.5,10/1/2002,9/1/2032,10/1/2019,53400,65.84,630,0,42,0,0,3,2003,Fixed,MI,27020,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,99.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,27151,15475.62,6,11/1/2002,8/1/2030,10/1/2019,52151,29.58,630,0,42,0,0,3,2003,Fixed,MI,12980,5.7925,203,0,FALSE,10/1/2019,11/1/2019,0,51.9,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,3/1/1997,3/1/1997,37089.23,12260.56,7.75,3/1/1997,5/1/2024,10/1/2019,46361.5375,80,630,0,42,0,0,3,2003,Fixed,WI,33340,7.5425,271,0,FALSE,6/1/2019,11/1/2019,2,,FALSE,80.00 - 89.99,ReDefault,60 Days
Bank of America,6/1/2003,6/1/2003,343800,356670.38,2.25,6/1/2003,6/1/2033,10/1/2019,433762.3013,79.26,683,0,34,0,0,3,2003,Fixed,MN,33460,2.25,196,0,FALSE,6/1/2019,11/1/2019,2,76.4,FALSE,70.00 - 79.99,ReDefault,60 Days
Bank of America,5/1/2003,5/1/2003,400000,271894.02,6.5,5/1/2003,4/1/2033,10/1/2019,658219.5162,60.77,756,99,34,0,0,3,2003,Fixed,NY,35620,6.5,197,0,FALSE,6/1/2019,11/1/2019,2,89.4,FALSE,60.00 - 69.99,ReDefault,60 Days
Wells Fargo,10/1/2002,10/1/2002,78050,51757.05,6.5,10/1/2002,10/1/2032,10/1/2019,78800,65.52,630,0,42,0,0,3,2003,Fixed,MO,22780,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,98.8,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,7/1/2002,7/1/2002,93100,62184.65,7,7/1/2002,6/1/2032,10/1/2019,93600,66.13,630,0,42,0,0,3,2003,Fixed,MO,41140,6.7925,207,0,FALSE,9/1/2019,11/1/2019,0,99,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,7/1/2002,7/1/2002,81750,54825.66,7,7/1/2002,7/1/2032,10/1/2019,82500,66.19,630,0,42,0,0,3,2003,Fixed,MO,22780,6.7925,207,0,FALSE,9/1/2019,11/1/2019,0,98.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,43750,29438.37,7,8/1/2002,8/1/2032,10/1/2019,44250,66.28,630,0,42,0,0,3,2003,Fixed,MO,41140,6.7925,206,0,FALSE,9/1/2019,11/1/2019,0,98.5,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,35601,9011.76,4.375,8/1/2002,8/1/2022,10/1/2019,36101,24.71,630,0,42,0,0,3,2003,Fixed,MO,28140,4.1675,206,0,FALSE,9/1/2019,11/1/2019,0,97.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,73250,47433.88,6.5,8/1/2002,4/1/2032,10/1/2019,74000,63.78,630,0,42,0,0,3,2003,Fixed,MO,28140,6.2925,206,0,FALSE,9/1/2019,11/1/2019,0,98.5,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,60000,38468.79,6.5,8/1/2002,2/1/2032,10/1/2019,60500,63.28,630,0,42,0,0,3,2003,Fixed,MO,41180,6.2925,206,0,FALSE,9/1/2019,11/1/2019,0,98.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,32628,21589.4,6.5,10/1/2002,9/1/2032,10/1/2019,33128,64.98,630,0,42,0,0,3,2003,Fixed,MO,44180,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,98.2,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,44500,29542.65,6.5,10/1/2002,10/1/2032,10/1/2019,45000,65.46,630,0,42,0,0,3,2003,Fixed,MO,22780,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,98.6,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,78300,51918.21,6.5,10/1/2002,10/1/2032,10/1/2019,78800,65.71,630,0,42,0,0,3,2003,Fixed,MO,44180,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,99.1,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,58429,8168.5,6.5,10/1/2002,10/1/2021,10/1/2019,59029,13.76,630,0,42,0,0,3,2003,Fixed,MO,41180,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,98.4,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,94000,59676.56,6,11/1/2002,6/1/2032,10/1/2019,94900,62.72,630,0,42,0,0,3,2003,Fixed,MO,41180,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,98.8,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,114964,74851.65,6,11/1/2002,11/1/2032,10/1/2019,115964,64.39,630,0,42,0,0,3,2003,Fixed,MO,47660,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,98.9,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,77500,49804.3,6,11/1/2002,8/1/2032,10/1/2019,78000,63.75,630,0,42,0,0,3,2003,Fixed,MO,22780,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,99.2,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,61100,17241.96,6,11/1/2002,4/1/2024,10/1/2019,62000,27.74,630,0,42,0,0,3,2003,Fixed,MO,27620,5.7925,203,0,FALSE,11/1/2019,11/1/2019,0,98.3,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,45000,28971.35,6,11/1/2002,9/1/2032,10/1/2019,45500,63.54,630,0,42,0,0,3,2003,Fixed,MO,46460,5.7925,203,0,FALSE,8/1/2019,11/1/2019,0,98.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,41000,25929.52,6,12/1/2002,5/1/2032,10/1/2019,41500,62.42,630,0,42,0,0,3,2003,Fixed,MO,44180,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,98.7,FALSE,60.00 - 69.99,NeverBad,Current
Bank of America,5/1/2003,5/1/2003,600000,487301.53,2,5/1/2003,5/1/2033,10/1/2019,923503.1553,64.97,709,99,34,0,0,3,2003,Fixed,NY,35620,2,197,0,FALSE,7/1/2019,11/1/2019,1,80,FALSE,60.00 - 69.99,ReDefault,30 Days
Wells Fargo,9/1/2002,9/1/2002,58800,38074.51,6.5,9/1/2002,4/1/2032,10/1/2019,60000,63.2,630,0,42,0,0,3,2003,Fixed,ND,24220,6.2925,205,0,FALSE,10/1/2019,11/1/2019,0,97.6,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,90000,56078.22,6.5,10/1/2002,8/1/2031,10/1/2019,100000,55.95,630,0,42,0,0,3,2003,Fixed,SD,43620,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,89.8,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,1/1/2003,1/1/2003,79200,51091.79,6,1/1/2003,9/1/2032,10/1/2019,88000,58.06,630,0,42,0,0,3,2003,Fixed,ND,33500,5.7925,201,0,FALSE,9/1/2019,11/1/2019,0,90,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,1/1/2003,1/1/2003,34006,13336.32,6,1/1/2003,6/1/2026,10/1/2019,34700,38.43,630,0,42,0,0,3,2003,Fixed,ND,24220,5.7925,201,0,FALSE,11/1/2019,11/1/2019,0,98,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,112500,75015.15,4.5,10/1/2002,10/1/2032,10/1/2019,113500,65.88,630,0,42,0,0,3,2003,Fixed,NM,10740,4.2925,204,0,FALSE,9/1/2019,11/1/2019,0,98.8,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,158175,102371.62,6,11/1/2002,10/1/2032,10/1/2019,166500,61.29,630,0,42,0,0,3,2003,Fixed,NM,10740,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,94.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,100117,65452.98,6,12/1/2002,12/1/2032,10/1/2019,101117,64.66,630,0,42,0,0,3,2003,Fixed,NM,22140,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,98.9,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,1/1/2003,1/1/2003,146452,79637.16,6,1/1/2003,12/1/2029,10/1/2019,154160,51.66,630,0,42,0,0,3,2003,Fixed,UT,36260,5.7925,201,0,FALSE,9/1/2019,11/1/2019,0,95,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,170000,97895.66,6.5,9/1/2002,4/1/2030,10/1/2019,188888,51.6,630,0,42,0,0,3,2003,Fixed,CA,40900,6.2925,205,0,FALSE,9/1/2019,11/1/2019,0,89.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,211500,137127.23,6,10/1/2002,10/1/2032,10/1/2019,235000,58.09,630,0,42,0,0,3,2003,Fixed,CA,33700,5.7925,204,0,FALSE,10/1/2019,11/1/2019,0,89.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,198000,128917.13,6,11/1/2002,11/1/2032,10/1/2019,220000,58.47,630,0,42,0,0,3,2003,Fixed,NV,39900,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,89.8,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,93000,60433.87,6,11/1/2002,11/1/2032,10/1/2019,93000,64.85,630,0,42,0,0,3,2003,Fixed,NV,22280,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,99.8,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,67500,43278.78,6,12/1/2002,8/1/2032,10/1/2019,71000,60.91,630,0,42,0,0,3,2003,Fixed,CA,31460,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,95,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,234000,205226.04,3.875,9/1/2002,9/1/2032,10/1/2019,261555,78.14,630,0,42,0,0,3,2003,Fixed,CA,40900,3.6675,205,0,FALSE,9/1/2019,11/1/2019,0,89.1,FALSE,70.00 - 79.99,NeverBad,Current
Wells Fargo,5/1/1994,5/1/1994,40015,7003.81,6.75,5/1/1994,4/1/2022,10/1/2019,40105,15.33,630,0,42,0,0,3,2003,Fixed,CA,40140,6.5425,305,0,FALSE,10/1/2019,11/1/2019,0,87.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,49725,28241.02,6,11/1/2002,7/1/2030,10/1/2019,55250,50.89,630,0,42,0,0,3,2003,Fixed,CA,40140,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,89.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,3/1/2002,3/1/2002,272074,173308.29,6.25,3/1/2002,3/1/2032,10/1/2019,302304,56.76,630,0,42,0,0,3,2003,Fixed,CA,16980,6.0425,211,0,FALSE,9/1/2019,11/1/2019,0,89.1,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,35007,21366.58,6.5,8/1/2002,4/1/2031,10/1/2019,35007,60.73,630,0,42,0,0,3,2003,Fixed,CA,40140,6.2925,206,0,FALSE,9/1/2019,11/1/2019,0,99.5,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,107999,71138.26,6.5,8/1/2002,8/1/2032,10/1/2019,119999,59.02,630,0,42,0,0,3,2003,Fixed,CA,12540,6.2925,206,0,FALSE,9/1/2019,11/1/2019,0,89.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,87947,57895.65,6.5,8/1/2002,8/1/2032,10/1/2019,97719,58.98,630,0,42,0,0,3,2003,Fixed,CA,12540,6.2925,206,0,FALSE,9/1/2019,11/1/2019,0,89.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,70000,45493.03,6.5,10/1/2002,5/1/2032,10/1/2019,70000,64.8,630,0,42,0,0,3,2003,Fixed,CA,12540,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,99.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,11/1/2002,11/1/2002,67500,43172.69,6,11/1/2002,7/1/2032,10/1/2019,75000,57.44,630,0,42,0,0,3,2003,Fixed,CA,40140,5.7925,203,0,FALSE,9/1/2019,11/1/2019,0,89.8,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,60000,18625.96,6,10/1/2002,11/1/2024,10/1/2019,60000,30.92,630,0,42,0,0,3,2003,Fixed,CA,12540,5.7925,204,0,FALSE,9/1/2019,11/1/2019,0,99.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,131491,85489.56,6,12/1/2002,11/1/2032,10/1/2019,146102,58.51,630,0,42,0,0,3,2003,Fixed,CA,12540,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,90,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,122950,79940.26,6,12/1/2002,11/1/2032,10/1/2019,122950,64.89,630,0,42,0,0,3,2003,Fixed,CA,13860,5.7925,202,0,FALSE,10/1/2019,11/1/2019,0,99.8,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,139000,64733.03,6,12/1/2002,1/1/2028,10/1/2019,139000,46.57,630,0,42,0,0,3,2003,Fixed,CA,12540,5.7925,202,0,FALSE,10/1/2019,11/1/2019,0,100,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,2/1/1996,2/1/1996,55100,48578.14,4.125,2/1/1996,2/1/2026,10/1/2019,55100,96.63,630,0,42,0,0,3,2003,Fixed,AZ,38060,3.9175,284,0,FALSE,7/1/2019,11/1/2019,1,100,FALSE,90.00 - 99.99,ReDefault,30 Days
Wells Fargo,3/1/2001,3/1/2001,98777,62940.45,7.5,3/1/2001,2/1/2031,10/1/2019,99777,63.08,630,99,42,0,0,3,2003,Fixed,AZ,46060,7.2925,223,0,FALSE,1/1/2018,11/1/2019,19,99,FALSE,60.00 - 69.99,ReDefault,90+ Days
Wells Fargo,3/1/2002,3/1/2002,93654,68499.13,7,3/1/2002,3/1/2032,10/1/2019,94600,71.82,630,0,42,0,0,3,2003,Fixed,AZ,46060,6.7925,211,0,FALSE,9/1/2019,11/1/2019,0,98.2,FALSE,70.00 - 79.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,106992,70068.18,6.5,9/1/2002,7/1/2032,10/1/2019,112623,62.02,630,0,42,0,0,3,2003,Fixed,NV,29820,6.2925,205,0,FALSE,9/1/2019,11/1/2019,0,94.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,91317,59809.93,6.5,9/1/2002,7/1/2032,10/1/2019,96123,62.03,630,0,42,0,0,3,2003,Fixed,NV,29820,6.2925,205,0,FALSE,9/1/2019,11/1/2019,0,94.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,76500,42238.78,6.5,9/1/2002,9/1/2029,10/1/2019,85000,49.47,630,0,42,0,0,3,2003,Fixed,AZ,43420,6.2925,205,0,FALSE,9/1/2019,11/1/2019,0,89.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,178299,22474.37,6.5,9/1/2002,8/1/2021,10/1/2019,180101,12.4,630,0,42,0,0,3,2003,Fixed,NV,29820,6.2925,205,0,FALSE,10/1/2019,11/1/2019,0,98.4,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,92407,61151.35,6.5,9/1/2002,9/1/2032,10/1/2019,93341,65.25,630,0,42,0,0,3,2003,Fixed,AZ,49740,6.2925,205,0,FALSE,9/1/2019,11/1/2019,0,98.6,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,9/1/2002,9/1/2002,92565,47915.63,6.5,9/1/2002,11/1/2028,10/1/2019,93500,50.83,630,0,42,0,0,3,2003,Fixed,NV,29820,6.2925,205,0,FALSE,11/1/2019,11/1/2019,0,98.2,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,60300,39839.38,6.5,10/1/2002,9/1/2032,10/1/2019,67000,59.33,630,0,42,0,0,3,2003,Fixed,AZ,43420,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,89.8,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,107639,71475.63,6.5,10/1/2002,10/1/2032,10/1/2019,116999,60.96,630,0,42,0,0,3,2003,Fixed,NV,29820,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,91.8,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,122667,81124.12,6.5,10/1/2002,9/1/2032,10/1/2019,129123,62.63,630,0,42,0,0,3,2003,Fixed,NV,29820,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,94.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,112217,73090.07,6.5,10/1/2002,6/1/2032,10/1/2019,118123,61.68,630,0,42,0,0,3,2003,Fixed,NV,29820,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,94.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,104617,69061.74,6.5,10/1/2002,9/1/2032,10/1/2019,110123,62.52,630,0,42,0,0,3,2003,Fixed,NV,29820,6.2925,204,0,FALSE,9/1/2019,11/1/2019,0,94.7,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,156750,91328.97,6,12/1/2002,12/1/2030,10/1/2019,165000,55.29,630,0,42,0,0,3,2003,Fixed,AZ,38060,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,94.9,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,56789,23192.72,6,12/1/2002,10/1/2026,10/1/2019,56789,40.76,630,0,42,0,0,3,2003,Fixed,AZ,43320,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,99.8,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,46600,29932.71,6,12/1/2002,8/1/2032,10/1/2019,51800,57.75,630,0,42,0,0,3,2003,Fixed,AZ,43420,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,89.9,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,12/1/2002,12/1/2002,57950,37787.61,6,12/1/2002,12/1/2032,10/1/2019,61000,61.88,630,0,42,0,0,3,2003,Fixed,AZ,43420,5.7925,202,0,FALSE,9/1/2019,11/1/2019,0,94.9,FALSE,60.00 - 69.99,NeverBad,Current
Wells Fargo,7/1/2000,7/1/2000,49400,18291.59,8.5,7/1/2000,10/1/2024,10/1/2019,52000,35.18,630,99,42,0,0,3,2003,Fixed,WA,36020,8.2925,231,0,FALSE,4/1/2019,11/1/2019,4,95,FALSE,0.01 - 59.99,ReDefault,90+ Days
Wells Fargo,7/1/2002,7/1/2002,66400,44628.9,7,7/1/2002,7/1/2032,10/1/2019,83000,53.5,630,0,42,0,0,3,2003,Fixed,WA,14740,6.7925,207,0,FALSE,9/1/2019,11/1/2019,0,79.6,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,8/1/2002,8/1/2002,92000,59537.64,7,8/1/2002,11/1/2031,10/1/2019,115000,51.12,630,0,42,0,0,3,2003,Fixed,WA,14740,6.7925,206,0,FALSE,9/1/2019,11/1/2019,0,79,FALSE,0.01 - 59.99,NeverBad,Current
Wells Fargo,10/1/2002,10/1/2002,108000,67724.24,6,10/1/2002,3/1/2032,10/1/2019,135000,49.6,630,0,42,0,0,3,2003,Fixed,WA,42660,5.7925,204,0,FALSE,9/1/2019,11/1/2019,0,79.1,FALSE,0.01 - 59.99,NeverBad,Current
